region,name,class,TargetGene,TargetGeneTSS,TargetGeneExpression,distance,isSelfPromoter,ABC.Score,CellType,Disease,score_category
chr10:101283329-101283330,intergenic|chr10:101282848-101283616,intergenic,NKX2-3,101292689,,9457.0,False,0.045378,transverse_colon-ENCODE,IBD,High
chr10:101283329-101283330,intergenic|chr10:101282943-101283531,intergenic,NKX2-3,101292689,,9452.0,False,0.016476,CD34-positive_mobilized-Roadmap,IBD,Low
chr10:101283329-101283330,intergenic|chr10:101282943-101283531,intergenic,LINC01475,101290934,,7697.0,False,0.016461,CD34-positive_mobilized-Roadmap,IBD,Low
chr10:64370986-64370987,genic|chr10:64370319-64371684,genic,EGR2,64576140,,205138.5,False,0.017648,OCI-LY7-ENCODE,IBD,Low
chr1:20143141-20143142,promoter|chr1:20142095-20144142,promoter,RNF186,20141771,,1347.5,True,0.213816,H9-Roadmap,IBD,High
chr1:20143141-20143142,intergenic|chr1:20142791-20144213,intergenic,OTUD3,20208887,,65385.0,False,0.018702,H7,IBD,Low
chr1:20143141-20143142,intergenic|chr1:20142791-20144213,intergenic,RNF186,20141771,,1731.0,False,0.129381,H7,IBD,High
chr1:20143141-20143142,intergenic|chr1:20142909-20143794,intergenic,OTUD3,20208887,,65535.5,False,0.02311,iPS_DF_19.11_Cell_Line-Roadmap,IBD,Mid
chr1:20143547-20143548,promoter|chr1:20142095-20144142,promoter,RNF186,20141771,,1347.5,True,0.213816,H9-Roadmap,IBD,High
chr1:20143547-20143548,intergenic|chr1:20142791-20144213,intergenic,OTUD3,20208887,,65385.0,False,0.018702,H7,IBD,Low
chr1:20143547-20143548,intergenic|chr1:20142791-20144213,intergenic,RNF186,20141771,,1731.0,False,0.129381,H7,IBD,High
chr1:20143547-20143548,intergenic|chr1:20142909-20143794,intergenic,OTUD3,20208887,,65535.5,False,0.02311,iPS_DF_19.11_Cell_Line-Roadmap,IBD,Mid
chr16:30482493-30482494,intergenic|chr16:30481989-30482648,intergenic,ITGAL,30483982,,1663.5,False,0.064732,CD3-positive_T_cell-Roadmap,IBD,High
chr16:30482493-30482494,promoter|chr16:30482010-30485397,promoter,ITGAL,30483982,,278.5,True,0.147623,T-cell-ENCODE,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482215-30482715,intergenic,ITGAL,30483982,,1517.0,False,0.061615,CD4-positive_helper_T_cell-Corces2016,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482154-30482845,intergenic,ITGAL,30483982,,1482.5,False,0.047938,thymus_fetal-Roadmap,IBD,High
chr16:30482493-30482494,promoter|chr16:30482147-30484461,promoter,ITGAL,30483982,,678.0,True,0.200951,OCI-LY7-ENCODE,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482160-30482733,intergenic,ITGAL,30483982,,1535.5,False,0.047265,CD56-positive_natural_killer_cells-Roadmap,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482223-30482723,intergenic,ITGAL,30483982,,1509.0,False,0.050263,natural_killer_cell-Corces2016,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482164-30482850,intergenic,ITGAL,30483982,,1475.0,False,0.019762,Karpas-422-ENCODE,IBD,Low
chr16:30482493-30482494,intergenic|chr16:30482228-30482728,intergenic,ITGAL,30483982,,1504.0,False,0.033741,Jurkat-Engreitz,IBD,Mid
chr16:30482493-30482494,intergenic|chr16:30482204-30482861,intergenic,ITGAL,30483982,,1449.5,False,0.039336,CD8-positive_alpha-beta_T_cell-ENCODE,IBD,Mid
chr16:30482493-30482494,intergenic|chr16:30482233-30482733,intergenic,ITGAL,30483982,,1499.0,False,0.062445,CD8-positive_alpha-beta_T_cell-Corces2016,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482327-30483471,intergenic,ZNF768,30537910,,55011.0,False,0.018311,GM12878-Roadmap,IBD,Low
chr16:30482493-30482494,intergenic|chr16:30482246-30482746,intergenic,ITGAL,30483982,,1486.0,False,0.038636,Jurkat_anti-CD3_PMA_4hr-Engreitz,IBD,Mid
chr16:30482493-30482494,intergenic|chr16:30482217-30482717,intergenic,ITGAL,30483982,,1515.0,False,0.061117,CD4-positive_helper_T_cell-ENCODE,IBD,High
chr16:30482493-30482494,promoter|chr16:30482277-30484232,promoter,ITGAL,30483982,,727.5,True,0.107019,CD19-positive_B_cell-Roadmap,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482327-30483471,intergenic,DCTPP1,30441373,,41526.0,False,0.017598,GM12878-Roadmap,IBD,Low
chr16:30482493-30482494,intergenic|chr16:30482327-30483471,intergenic,ITGAL,30483982,,1083.0,False,0.106962,GM12878-Roadmap,IBD,High
chr16:30482493-30482494,intergenic|chr16:30482327-30483471,intergenic,SEPHS2,30457296,,25603.0,False,0.024925,GM12878-Roadmap,IBD,Mid
chr16:30482493-30482494,intergenic|chr16:30482286-30482786,intergenic,ITGAL,30483982,,1446.0,False,0.022425,BJAB_anti-IgM_anti-CD40_4hr-Engreitz,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,THAP12,76092009,,207481.0,False,0.018057,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,LOC100506127,76092346,,207144.0,False,0.018057,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,AQP11,77300679,,1001189.0,False,0.015015,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,GDPD4,76998463,,698973.0,False,0.015919,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,MYO7A,76839309,,539819.0,False,0.016034,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,TSKU,76495191,,195701.0,False,0.017946,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,LOC101928837,76494106,,194616.0,False,0.019145,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,LRRC32,76381044,,81554.0,False,0.041309,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76298798-76300182,intergenic,EMSY,76156068,,143422.0,False,0.015664,endothelial_cell_of_umbilical_vein-Roadmap,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299374-76299874,intergenic,LRRC32,76381044,,81420.0,False,0.023815,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299377-76299877,intergenic,GUCY2EP,76432833,,133206.0,False,0.018043,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299377-76299877,intergenic,LRRC32,76381044,,81417.0,False,0.02876,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299387-76299887,intergenic,LRRC32,76381044,,81407.0,False,0.023501,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299398-76299898,intergenic,LRRC32,76381044,,81396.0,False,0.015974,CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299402-76299902,intergenic,LRRC32,76381044,,81392.0,False,0.017678,CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299404-76299904,intergenic,TSKU,76495191,,195537.0,False,0.018177,THP-1_monocyte-VanBortle2017,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299404-76299904,intergenic,LOC101928837,76494106,,194452.0,False,0.018391,THP-1_monocyte-VanBortle2017,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299404-76300256,intergenic,LRRC32,76381044,,81214.0,False,0.016675,CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299410-76299910,intergenic,LRRC32,76381044,,81384.0,False,0.027417,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299410-76299910,intergenic,GUCY2EP,76432833,,133173.0,False,0.017204,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299416-76299916,intergenic,LRRC32,76381044,,81378.0,False,0.024233,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299417-76299917,intergenic,LRRC32,76381044,,81377.0,False,0.019269,THP_pmaLPS_ATAC_120h,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299426-76299926,intergenic,LRRC32,76381044,,81368.0,False,0.031671,THP1_LPS_4hr-Engreitz,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299428-76299928,intergenic,GUCY2EP,76432833,,133155.0,False,0.02276,U937_LPS_4hr-Engreitz,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299431-76299931,intergenic,GUCY2EP,76432833,,133152.0,False,0.023551,U937-Engreitz,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299434-76300484,intergenic,LRRC32,76381044,,81085.0,False,0.021058,placenta-Roadmap,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299437-76299937,intergenic,LRRC32,76381044,,81357.0,False,0.017084,THP_pmaLPS_ATAC_6h,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299445-76300420,intergenic,GUCY2EP,76432833,,132900.5,False,0.019299,heart_ventricle-ENCODE,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299445-76300420,intergenic,LRRC32,76381044,,81111.5,False,0.026912,heart_ventricle-ENCODE,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299452-76300234,intergenic,EMSY,76156068,,143775.0,False,0.015418,spleen-ENCODE,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299452-76300234,intergenic,GUCY2EP,76432833,,132990.0,False,0.024285,spleen-ENCODE,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299452-76300234,intergenic,LRRC32,76381044,,81201.0,False,0.033897,spleen-ENCODE,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299456-76299956,intergenic,LRRC32,76381044,,81338.0,False,0.016318,THP_pmaLPS_ATAC_24h,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299463-76299963,intergenic,LRRC32,76381044,,81331.0,False,0.018636,THP_pmaLPS_ATAC_96h,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299471-76299971,intergenic,LRRC32,76381044,,81323.0,False,0.021587,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299478-76299978,intergenic,LRRC32,76381044,,81316.0,False,0.018917,CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016,IBD,Low
chr11:76299648-76299649,intergenic|chr11:76299478-76299978,intergenic,GUCY2EP,76432833,,133105.0,False,0.021867,THP1-Engreitz,IBD,Mid
chr11:76299648-76299649,intergenic|chr11:76299490-76300160,intergenic,LRRC32,76381044,,81219.0,False,0.020307,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,IBD,Low
chr1:151792983-151792984,genic|chr1:151792034-151793275,genic,RORC,151804348,,11693.5,False,0.016423,body_of_pancreas-ENCODE,IBD,Low
chr1:151792983-151792984,genic|chr1:151792411-151793411,genic,RORC,151804348,,11437.0,False,0.017904,MCF10A_treated_with_TAM24hr-Ji2017,IBD,Low
chr1:151792983-151792984,genic|chr1:151792655-151793155,genic,RORC,151804348,,11443.0,False,0.017749,pancreas-Roadmap,IBD,Low
chr16:11443182-11443183,genic|chr16:11442601-11443957,genic,RMI2,11439294,,3985.0,False,0.083582,ovary-Roadmap,IBD,High
chr16:11443182-11443183,genic|chr16:11442601-11443957,genic,LOC105371083,11439069,,4210.0,False,0.083581,ovary-Roadmap,IBD,High
chr16:11443182-11443183,genic|chr16:11442601-11443957,genic,SOCS1,11350039,,93240.0,False,0.019359,ovary-Roadmap,IBD,Low
chr16:11443182-11443183,genic|chr16:11442914-11443701,genic,LOC105371083,11439069,,4238.5,False,0.019135,HepG2-Roadmap,IBD,Low
chr16:11443182-11443183,genic|chr16:11442914-11443701,genic,RMI2,11439294,,4013.5,False,0.019135,HepG2-Roadmap,IBD,Low
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,CIITA,10971054,,472973.0,False,0.017778,placenta-Roadmap,IBD,Low
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,DEXI,11036257,,407770.0,False,0.021582,placenta-Roadmap,IBD,Mid
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,RMI2,11439294,,4733.0,False,0.171085,placenta-Roadmap,IBD,High
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,LOC105371083,11439069,,4958.0,False,0.171085,placenta-Roadmap,IBD,High
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,SOCS1,11350039,,93988.0,False,0.039262,placenta-Roadmap,IBD,Mid
chr16:11443182-11443183,genic|chr16:11442929-11445125,genic,CLEC16A,11038344,,405683.0,False,0.02158,placenta-Roadmap,IBD,Mid
chr16:11443182-11443183,genic|chr16:11442996-11443963,genic,DEXI,11036257,,407222.5,False,0.015144,spleen-ENCODE,IBD,Low
chr16:11443182-11443183,genic|chr16:11442996-11443963,genic,LOC105371083,11439069,,4410.5,False,0.156456,spleen-ENCODE,IBD,High
chr16:11443182-11443183,genic|chr16:11442996-11443963,genic,RMI2,11439294,,4185.5,False,0.156455,spleen-ENCODE,IBD,High
chr16:11443182-11443183,genic|chr16:11442996-11443963,genic,CLEC16A,11038344,,405135.5,False,0.015143,spleen-ENCODE,IBD,Low
chr16:11443182-11443183,genic|chr16:11442996-11443963,genic,SOCS1,11350039,,93440.5,False,0.035888,spleen-ENCODE,IBD,Mid
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,DEXI,11036257,,407240.0,False,0.017527,adrenal_gland_fetal-ENCODE,IBD,Low
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,CLEC16A,11038344,,405153.0,False,0.017527,adrenal_gland_fetal-ENCODE,IBD,Low
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,SOCS1,11350039,,93458.0,False,0.035128,adrenal_gland_fetal-ENCODE,IBD,Mid
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,PRM3,11367452,,76045.0,False,0.039918,adrenal_gland_fetal-ENCODE,IBD,Mid
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,LOC105371083,11439069,,4428.0,False,0.148689,adrenal_gland_fetal-ENCODE,IBD,High
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,RMI2,11439294,,4203.0,False,0.14869,adrenal_gland_fetal-ENCODE,IBD,High
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,LITAF,11680806,,237309.0,False,0.015983,adrenal_gland_fetal-ENCODE,IBD,Low
chr16:11443182-11443183,genic|chr16:11443028-11443966,genic,SNN,11762288,,318791.0,False,0.016562,adrenal_gland_fetal-ENCODE,IBD,Low
chr1:151802355-151802356,genic|chr1:151800872-151802596,genic,RORC,151804348,,2614.0,False,0.05322,T-cell-ENCODE,IBD,High
chr1:151802355-151802356,genic|chr1:151800872-151802596,genic,LOC100132111,151810944,,9210.0,False,0.019843,T-cell-ENCODE,IBD,Low
chr1:151802355-151802356,genic|chr1:151801524-151802701,genic,LOC100132111,151810944,,8831.5,False,0.015017,CD3-positive_T_cell-Roadmap,IBD,Low
chr1:151802355-151802356,genic|chr1:151800872-151802596,genic,C2CD4D,151813033,,11299.0,False,0.019861,T-cell-ENCODE,IBD,Low
chr1:151802355-151802356,genic|chr1:151801524-151802701,genic,RORC,151804348,,2235.5,False,0.039544,CD3-positive_T_cell-Roadmap,IBD,Mid
chr1:151802355-151802356,genic|chr1:151800872-151802596,genic,LINGO4,151777918,,23816.0,False,0.016228,T-cell-ENCODE,IBD,Low
chr1:151802355-151802356,genic|chr1:151801524-151802701,genic,C2CD4D,151813033,,10920.5,False,0.015032,CD3-positive_T_cell-Roadmap,IBD,Low
chr1:151802355-151802356,genic|chr1:151802026-151802526,genic,RORC,151804348,,2072.0,False,0.031616,U937_LPS_4hr-Engreitz,IBD,Mid
chr1:151802355-151802356,genic|chr1:151802030-151802530,genic,C2CD4D,151813033,,10753.0,False,0.01586,thymus_fetal-Roadmap,IBD,Low
chr1:151802355-151802356,genic|chr1:151802030-151802530,genic,RORC,151804348,,2068.0,False,0.033305,thymus_fetal-Roadmap,IBD,Mid
chr1:151802355-151802356,genic|chr1:151802117-151802617,genic,RORC,151804348,,1981.0,False,0.021986,SK-N-SH-ENCODE,IBD,Mid
chr1:151802355-151802356,genic|chr1:151802156-151802656,genic,RORC,151804348,,1942.0,False,0.028483,CD4-positive_helper_T_cell-ENCODE,IBD,Mid
chr1:20143705-20143706,intergenic|chr1:20142791-20144213,intergenic,OTUD3,20208887,,65385.0,False,0.018702,H7,IBD,Low
chr1:20143705-20143706,intergenic|chr1:20142791-20144213,intergenic,RNF186,20141771,,1731.0,False,0.129381,H7,IBD,High
chr1:20143705-20143706,promoter|chr1:20142095-20144142,promoter,RNF186,20141771,,1347.5,True,0.213816,H9-Roadmap,IBD,High
chr1:200878726-200878727,genic|chr1:200878190-200879461,genic,C1orf106,200860626,,18199.5,False,0.019917,GM12878-Roadmap,IBD,Low
chr1:200875094-200875095,genic|chr1:200874416-200875559,genic,C1orf106,200860626,,14361.5,False,0.024745,T-cell-ENCODE,IBD,Mid
chr1:200875094-200875095,genic|chr1:200874553-200875309,genic,C1orf106,200860626,,14305.0,False,0.026498,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,IBD,Mid
chr1:200875094-200875095,genic|chr1:200874570-200875293,genic,C1orf106,200860626,,14305.5,False,0.019066,CD8-positive_alpha-beta_T_cell-ENCODE,IBD,Low
chr1:200875094-200875095,genic|chr1:200874572-200875529,genic,C1orf106,200860626,,14424.5,False,0.018015,CD3-positive_T_cell-Roadmap,IBD,Low
chr1:200875094-200875095,genic|chr1:200874732-200875329,genic,C1orf106,200860626,,14404.5,False,0.017073,CD56-positive_natural_killer_cells-Roadmap,IBD,Low
chr1:200875094-200875095,genic|chr1:200874806-200875306,genic,C1orf106,200860626,,14430.0,False,0.016283,natural_killer_cell-Corces2016,IBD,Low
chr1:200875094-200875095,genic|chr1:200874815-200875315,genic,C1orf106,200860626,,14439.0,False,0.015711,CD8-positive_alpha-beta_T_cell-Corces2016,IBD,Low
chr1:200875241-200875242,genic|chr1:200874416-200875559,genic,C1orf106,200860626,,14361.5,False,0.024745,T-cell-ENCODE,IBD,Mid
chr1:200875241-200875242,genic|chr1:200874572-200875529,genic,C1orf106,200860626,,14424.5,False,0.018015,CD3-positive_T_cell-Roadmap,IBD,Low
chr1:114423652-114423653,genic|chr1:114423119-114423922,genic,DCLRE1B,114447914,,24393.5,False,0.015777,GM12878-Roadmap,IBD,Low
chr1:114423652-114423653,genic|chr1:114423119-114423922,genic,BCL2L15,114430169,,6648.5,False,0.040445,GM12878-Roadmap,IBD,Mid
chr1:114423652-114423653,genic|chr1:114423119-114423922,genic,AP4B1,114447746,,24225.5,False,0.015776,GM12878-Roadmap,IBD,Low
chr1:114423652-114423653,genic|chr1:114423119-114423922,genic,PTPN22,114414381,,9139.5,False,0.028204,GM12878-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,TMEM254-AS1,81838949,,792985.0,False,0.025536,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,TMEM254,81838401,,792437.0,False,0.025536,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,SFTPD,81708861,,662897.0,False,0.031024,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,BMS1P21,81664653,,618689.0,False,0.035042,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,ZCCHC24,81205383,,159419.0,False,0.046511,CD56-positive_natural_killer_cells-Roadmap,IBD,High
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,PPIF,81107219,,61255.0,False,0.067765,CD56-positive_natural_killer_cells-Roadmap,IBD,High
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,DLG5,79686348,,1359616.0,False,0.023232,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,POLR3A,79789298,,1256666.0,False,0.020705,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,ZMIZ1,80828791,,217173.0,False,0.032518,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,ZMIZ1-AS1,80827205,,218759.0,False,0.032519,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,RPS24,79793517,,1252447.0,False,0.02469,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,ANXA11,81965328,,919364.0,False,0.020237,CD56-positive_natural_killer_cells-Roadmap,IBD,Low
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,FAM213A,82168241,,1122277.0,False,0.027239,CD56-positive_natural_killer_cells-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,LOC102723703,82291005,,1245041.0,False,0.017749,CD56-positive_natural_killer_cells-Roadmap,IBD,Low
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,LOC101929574,82295698,,1249734.0,False,0.018698,CD56-positive_natural_killer_cells-Roadmap,IBD,Low
chr10:81046452-81046453,genic|chr10:81044990-81046938,genic,SH2D4B,82297657,,1251693.0,False,0.018677,CD56-positive_natural_killer_cells-Roadmap,IBD,Low
chr10:81046452-81046453,genic|chr10:81044993-81046728,genic,BMS1P21,81664653,,618792.5,False,0.021673,CD3-positive_T_cell-Roadmap,IBD,Mid
chr10:81046452-81046453,genic|chr10:81044993-81046728,genic,DYDC1,82116514,,1070653.5,False,0.017317,CD3-positive_T_cell-Roadmap,IBD,Low
chr10:81046452-81046453,genic|chr10:81044993-81046728,genic,RPS24,79793517,,1252343.5,False,0.01624,CD3-positive_T_cell-Roadmap,IBD,Low
